District,Case ID,Application Type,ERF Number,ISIS Key,Locality Address,Allotment Area,Status Description,Plan Cat. Primary,Plan Category Public,Plan Cat. Second,Building Work Description,Typo Work Description,Total Area,Building Work Value,Building Work Value Group,Number of Units,RDP/LCH Indicator,Submission Date,Approved Date,Commencement Date,Completion Date,Year,Area 2
Tygerberg,70300073,Minor Works (Non Circulated),3576,628920,11 HARLEY ROAD  OOSTERZEE-BELLVILLE,PAROW,Certificate Issued,Other Approvals,Private,Walls,Other,Wall,0,"11,000.00",Under 5 million,1,No,09/06/2016,14/06/2016,14/09/2017,14/09/2017,2016,PAROW
Northern,70103013,Building Plan < 500m2,40301,1077594,45 CARL CRONJE DRIVE  TYGERVALLEY WATERFRONT,BELLVILLE,Certificate Issued,Additions and Alterations,Private,Internal Alterations,Internal Alterations,,0,"10,944.00",Under 5 million,1,No,14/12/2012,13/03/2013,13/03/2013,11/10/2013,2012,TYGERVALLEY
Tygerberg,70058962,Minor Works (Non Circulated),13929,545152,10 WARNER CRESCENT  RIVERTON ELSIES RIVER,GOODWOOD,Work Complete,Other Approvals,Private,Walls,Other,Wall,0,"10,890.00",Under 5 million,1,No,08/03/2007,19/03/2007,25/10/2007,27/07/2011,2007,GOODWOOD
Northern,70478394,Minor Works (Non Circulated),38991,784459,6  SIMONSIG 77 BLANC DE NOIR STREET   OUDE WESTHOF,BELLVILLE,Certificate Issued,Other Approvals,Private,Other,Other,Pergola,11,"10,890.00",Under 5 million,1,No,17/10/2019,17/10/2019,20/11/2019,20/11/2019,2019,TYGER NORTHERN SUBURBS
Northern,70080778,Building Plan < 500m2,38384,697151,29 SANTENAY STREET  OUDE WESTHOF,BELLVILLE,Certificate Issued,Additions and Alterations,Private,Internal Alterations,Internal Alterations,,0,"10,880.00",Under 5 million,1,No,29/07/2010,29/07/2010,04/08/2010,08/09/2010,2010,TYGER NORTHERN SUBURBS
Tygerberg,70000224,Building Plan < 500m2,8909,663747,83 16TH AVENUE  BOSTON,BELLVILLE,Work Complete,Additions and Alterations,Private,Internal Alterations,Internal Alterations,,0,"10,800.00",Under 5 million,1,No,07/01/2014,18/11/2014,01/04/2016,14/09/2016,2014,BELLVILLE
Tygerberg,70056271,Minor Works (Non Circulated),4882,629947,114 SAREL CILLIERS STREET  CHURCHILL ESTATE,PAROW,Work Commenced,Other Approvals,Private,Patios,Other,Other (pergola),24,"10,800.00",Under 5 million,1,No,06/03/2006,28/03/2006,04/04/2012,,2006,PAROW
Northern,70237910,Building Plan < 500m2,37866,700831,21 DELAIRE STREET  VAN RIEBEECKSHOF,BELLVILLE,Certificate Issued,Additions and Alterations,Private,Dwelling Houses,Dwelling Extension,,2,"10,800.00",Under 5 million,1,No,14/04/2015,20/05/2015,21/05/2015,21/05/2015,2015,TYGER NORTHERN SUBURBS
Northern,70258496,Building Plan < 500m2,32590,655343,72 WELGEDACHT DRIVE  WELGEDACHT,BELLVILLE,Certificate Issued,Additions and Alterations,Private,Dwelling Houses,Dwelling Extension,,2,"10,800.00",Under 5 million,1,No,15/09/2015,17/11/2015,14/03/2017,14/03/2017,2015,TYGER NORTHERN SUBURBS
Northern,70501055,Minor Works (Non Circulated),37805,696970,16 WELGELEGEN STRAAT   VAN RIEBEECKSHOF,BELLVILLE,Work Complete,Other Approvals,Private,Walls,Walls,,0,"10,800.00",Under 5 million,1,No,25/06/2020,29/06/2020,08/03/2021,08/03/2021,2020,TYGER NORTHERN SUBURBS
Tygerberg,70209950,Minor Works (Non Circulated),5516,630545,91 TALLENT ROAD  CHURCHILL ESTATE,PAROW,Certificate Issued,Other Approvals,Private,Walls,,Palisade Fence,0,"10,720.00",Under 5 million,1,No,04/06/2010,09/06/2010,,,2010,PAROW
Tygerberg,70221387,Minor Works (Non Circulated),5776,630775,49 BALFOUR ROAD  CHURCHILL ESTATE,PAROW,Certificate Issued,Other Approvals,Private,Walls,,Wall,0,"10,720.00",Under 5 million,1,No,18/11/2010,22/11/2010,07/02/2012,04/04/2012,2010,PAROW
Tygerberg,70285396,Minor Works (Non Circulated),18620,448463,25 MALIBU STREET  OAKGLEN,BELLVILLE,Certificate Issued,Other Approvals,Private,Patios,Patio,,8,"10,720.00",Under 5 million,1,No,09/06/2016,03/11/2016,11/10/2017,19/12/2017,2016,BELLVILLE
Tygerberg,70440059,Minor Works (Circulated),10132,617705,68 VISAGIE STREET  PAROW VALLEY,PAROW,Work Commenced,Other Approvals,Private,Stoep,Stoep,,8,"10,720.00",Under 5 million,1,No,28/12/2018,09/01/2019,23/03/2020,,2018,PAROW
Tygerberg,70490353,Minor Works (Circulated),33072,655759,6 DE WILGER ROAD   GROENVALLEI,BELLVILLE,Application Approved,Other Approvals,Private,Patios,Patio,,8,"10,720.00",Under 5 million,0,No,29/03/2021,29/03/2021,,,2021,BELLVILLE
Tygerberg,70197188,Building Plan < 500m2,14060,619915,94 DUNCAN STREET  PAROW VALLEY,PAROW,Certificate Issued,Additions and Alterations,Private,Dwelling Houses,,Dwelling Extension,3,"10,580.00",Under 5 million,1,No,24/06/2009,25/08/2009,22/09/2009,24/05/2011,2009,PAROW
Tygerberg,70054113,Minor Works (Circulated),16468,622035,27 JAN SMUTS STREET  BEACONVALE,PAROW,Work Commenced,Other Approvals,Private,LP Gas,LP Gas,LP Gas,1,"10,500.00",Under 5 million,1,No,16/10/2008,01/12/2008,07/05/2013,,2008,BEACONVALE INDUSTRIA
Northern,70470053,Minor Works (Non Circulated),29146,652257,"12 WATERKLOOF ROAD   WATERKLOOF, DE BRON EXT 44",BELLVILLE,Work Complete,Other Approvals,Private,Walls,Walls,,0,"10,500.00",Under 5 million,1,No,13/12/2019,19/12/2019,24/12/2020,24/12/2020,2019,TYGER NORTHERN SUBURBS
Northern,70496949,Minor Works (Circulated),40246,1072210,13 DIAZ STREET   WELGEMOED,BELLVILLE,Application Approved,Other Approvals,Private,Cell Mast,Cell-Mast,,5,"10,500.00",Under 5 million,1,No,25/03/2020,06/04/2020,,,2020,TYGER NORTHERN SUBURBS
Northern,70502568,Minor Works (Circulated),23972,647115,32 VIOLA CRESCENT   WELGEDACHT,BELLVILLE,Application Approved,Other Approvals,Private,Cell Mast,Cell-Mast,,5,"10,500.00",Under 5 million,1,No,24/06/2020,03/07/2020,,,2020,TYGER NORTHERN SUBURBS
Northern,70264483,Minor Works (Non Circulated),25896,648937,"24 MAESTRICHT STREET  WATERKLOOF, DE BRON EXT 44",BELLVILLE,Certificate Issued,Other Approvals,Private,Walls,Walls,,0,"10,450.00",Under 5 million,1,No,09/10/2015,13/10/2015,10/03/2017,14/03/2017,2015,TYGER NORTHERN SUBURBS
Tygerberg,70372832,Minor Works (Non Circulated),6120,661378,12 MARTIN STREET  CHRISMAR,BELLVILLE,Certificate Issued,Other Approvals,Private,Walls,Walls,,0,"10,450.00",Under 5 million,1,No,06/10/2017,09/10/2017,30/11/2017,22/01/2018,2017,BELLVILLE
Tygerberg,70049456,Minor Works (Circulated),32269,655032,14 WILLOW ROAD  STIKLAND INDUSTRIA,BELLVILLE,Work Commenced,Other Approvals,Private,Other,Other,Fire Escape,9,"10,440.00",Under 5 million,1,No,30/10/2013,20/05/2014,01/04/2016,,2013,STIKLAND INDUSTRIA
Tygerberg,70049456,Minor Works (Circulated),32269,655032,14 WILLOW ROAD  STIKLAND INDUSTRIA,BELLVILLE,Work Commenced,Other Approvals,Private,Other,Other,Fire Escape,9,"10,440.00",Under 5 million,1,No,30/10/2013,20/05/2014,01/04/2016,,2013,STIKLAND INDUSTRIA
Tygerberg,70049456,Minor Works (Circulated),32269,655032,14 WILLOW ROAD  STIKLAND INDUSTRIA,BELLVILLE,Work Commenced,Other Approvals,Private,Other,Other,Fire Escape,9,"10,440.00",Under 5 million,1,No,30/10/2013,20/05/2014,01/04/2016,,2013,STIKLAND INDUSTRIA
Tygerberg,70065807,Minor Works (Non Circulated),6759,565900,32 JOUBERT STREET  VASCO ESTATE,GOODWOOD,Work Complete,Other Approvals,Private,Walls,Other,Boundary Wall,0,"10,400.00",Under 5 million,1,No,02/02/2006,09/02/2006,15/02/2006,06/03/2013,2006,GOODWOOD
Tygerberg,70065807,Minor Works (Non Circulated),6759,565900,32 JOUBERT STREET  VASCO ESTATE,GOODWOOD,Work Complete,Other Approvals,Private,Walls,Other,Boundary Wall,0,"10,400.00",Under 5 million,1,No,02/02/2006,09/02/2006,15/02/2006,06/03/2013,2006,GOODWOOD
Tygerberg,70065807,Minor Works (Non Circulated),6759,565900,32 JOUBERT STREET  VASCO ESTATE,GOODWOOD,Work Complete,Other Approvals,Private,Walls,Other,Boundary Wall,0,"10,400.00",Under 5 million,1,No,02/02/2006,09/02/2006,15/02/2006,06/03/2013,2006,GOODWOOD
Tygerberg,70065951,Building Plan < 500m2,6084,631078,83 BEDFORD ROAD  CHURCHILL ESTATE,PAROW,Certificate Issued,Other Approvals,Private,Verandah,Other,"""Boundary Wall, Facade, Re-posit",0,"10,400.00",Under 5 million,1,No,28/04/2005,19/01/2006,20/03/2006,04/07/2011,2005,PAROW
Tygerberg,70065951,Building Plan < 500m2,6084,631078,83 BEDFORD ROAD  CHURCHILL ESTATE,PAROW,Certificate Issued,Other Approvals,Private,Verandah,Other,"""Boundary Wall, Facade, Re-posit",0,"10,400.00",Under 5 million,1,No,28/04/2005,19/01/2006,20/03/2006,04/07/2011,2005,PAROW
Tygerberg,70065951,Building Plan < 500m2,6084,631078,83 BEDFORD ROAD  CHURCHILL ESTATE,PAROW,Certificate Issued,Other Approvals,Private,Verandah,Other,"""Boundary Wall, Facade, Re-posit",0,"10,400.00",Under 5 million,1,No,28/04/2005,19/01/2006,20/03/2006,04/07/2011,2005,PAROW
Tygerberg,70437833,Minor Works (Non Circulated),13308,544812,58 RIEBEEK STREET  VASCO ESTATE,GOODWOOD,Work Complete,Additions and Alterations,Private,Internal Alterations,Internal Alterations,,0,"10,400.00",Under 5 million,1,No,26/01/2019,01/02/2019,18/04/2019,19/06/2019,2019,GOODWOOD
Northern,70443670,Building Plan < 500m2,1094,664799,7 BATYA WAY   KENRIDGE,KENRIDGE,Work Complete,Additions and Alterations,Private,Internal Alterations,Other,Internal Alts_ Dwelling,0,"10,400.00",Under 5 million,0,No,27/03/2019,29/03/2019,01/06/2020,19/10/2020,2019,TYGER NORTHERN SUBURBS
Tygerberg,70504189,Building Plan < 500m2,15080,620797,20 COLORADO STREET   RAVENSMEAD,PAROW,Application Approved,Additions and Alterations,Private,Internal Alterations,Other,Conversion of Existing Lounge,0,"10,400.00",Under 5 million,1,No,29/10/2020,01/12/2020,,,2020,PAROW
Tygerberg,70261254,Minor Works (Non Circulated),27862,556077,23 ARLINGTON CRESCENT  RIVERTON ELSIES RIVER,GOODWOOD,Work Commenced,Other Approvals,Private,Walls,Other,Wall,0,"10,200.00",Under 5 million,1,No,09/09/2015,14/09/2015,28/10/2015,,2015,GOODWOOD
Northern,70448258,Minor Works (Non Circulated),30924,448752,42 OLD OAK WAY   KENRIDGE,BELLVILLE,Work Commenced,Other Approvals,Private,Verandah,Other,Verandah,10,"10,200.00",Under 5 million,1,No,09/04/2019,13/05/2019,10/09/2019,,2019,TYGER NORTHERN SUBURBS
Northern,70536913,Minor Works (Non Circulated),16849,640247,8 VLEIROOS STREET   DOOR DE KRAAL,BELLVILLE,Application Approved,Other Approvals,Private,Other,Other,Stairs,4,"10,160.00",Under 5 million,1,No,20/02/2021,23/02/2021,,,2021,TYGER NORTHERN SUBURBS
Tygerberg,70001388,Building Plan < 500m2,9020,633300,262 JEAN SIMONIS STREET  PAROW EAST,PAROW,Amendment Client,Additions and Alterations,Private,Internal Alterations,Internal Alterations,,0,"10,000.00",Under 5 million,1,No,04/06/2013,,,,2013,PAROW EAST
Tygerberg,70008475,Building Plan < 500m2,14098,619954,17 BRIARDENE STREET  KLIPKOP,PAROW,Work Commenced,Additions and Alterations,Private,Internal Alterations,Internal Alterations,,0,"10,000.00",Under 5 million,1,No,02/07/2010,19/08/2010,25/08/2010,,2010,PAROW
Northern,70015533,Building Plan < 500m2,38722,958088,39 CARL CRONJE DRIVE  TYGERVALLEY WATERFRONT,BELLVILLE,Certificate Issued,Additions and Alterations,Private,Internal Alterations,Internal Alterations,,0,"10,000.00",Under 5 million,1,No,13/09/2012,04/10/2012,08/10/2012,03/07/2014,2012,TYGERVALLEY
Northern,70018257,Building Plan < 500m2,32915,655617,48 TYGERVALLEY CENTRE SERVICE STREET  TYGERVALLEY,BELLVILLE,Certificate Issued,Additions and Alterations,Private,Internal Alterations,Internal Alterations,,0,"10,000.00",Under 5 million,1,No,04/04/2013,26/04/2013,30/04/2013,09/06/2014,2013,TYGERVALLEY
Tygerberg,70019805,Building Plan < 500m2,23471,785009,137 JOUBERT STREET  KLIPKOP,PAROW,Work Commenced,Additions and Alterations,Private,Internal Alterations,Internal Alterations,,0,"10,000.00",Under 5 million,1,No,23/04/2013,04/06/2013,26/08/2013,,2013,PAROW
Northern,70020455,Building Plan < 500m2,32915,655617,48 TYGERVALLEY CENTRE SERVICE STREET  TYGERVALLEY,BELLVILLE,Certificate Issued,Additions and Alterations,Private,Internal Alterations,Internal Alterations,,0,"10,000.00",Under 5 million,1,No,31/07/2013,07/08/2013,13/08/2013,03/06/2014,2013,TYGERVALLEY
Northern,70024454,Building Plan < 500m2,38722,958088,39 CARL CRONJE DRIVE  TYGERVALLEY WATERFRONT,BELLVILLE,Certificate Issued,Additions and Alterations,Private,Internal Alterations,Internal Alterations,,0,"10,000.00",Under 5 million,1,No,12/12/2013,31/12/2013,03/02/2014,30/05/2014,2013,TYGERVALLEY
Tygerberg,70024883,Building Plan < 500m2,36063,707766,2 STRAND STREET  BELLVILLE CBD,BELLVILLE,Work Complete,Additions and Alterations,Private,Internal Alterations,Internal Alterations,,0,"10,000.00",Under 5 million,1,No,05/02/2014,11/02/2014,27/02/2014,03/02/2017,2014,BELLVILLE CBD
Tygerberg,70040872,Building Plan < 500m2,9019,663860,29 14TH AVENUE  BOSTON,BELLVILLE,Work Complete,Additions and Alterations,Private,Internal Alterations,Internal Alterations,,0,"10,000.00",Under 5 million,1,No,20/03/2006,27/03/2006,06/09/2011,06/02/2012,2006,BELLVILLE
Tygerberg,70041765,Building Plan < 500m2,8388,663273,17 BOSTON STREET  BOSTON,BELLVILLE,Work Commenced,Additions and Alterations,Private,Internal Alterations,Internal Alterations,,0,"10,000.00",Under 5 million,1,No,16/05/2013,21/05/2013,29/06/2016,,2013,BELLVILLE
Tygerberg,70050290,Minor Works (Non Circulated),9030,663873,32 15TH AVENUE  BOSTON,BELLVILLE,Work Commenced,Other Approvals,Private,Walls,Other,Facade,0,"10,000.00",Under 5 million,1,No,03/03/2014,07/03/2014,05/03/2015,,2014,BELLVILLE
Tygerberg,70050332,Minor Works (Circulated),4682,629761,96 BALFOUR STREET  CHURCHILL ESTATE,PAROW,Certificate Issued,Other Approvals,Private,Walls,Other,Wall,0,"10,000.00",Under 5 million,1,No,03/05/2013,16/05/2013,30/03/2015,30/03/2015,2013,PAROW
Tygerberg,70054675,Minor Works (Non Circulated),29860,652894,63 DOUGLAS CARR DRIVE  BLOMMENDAL,BELLVILLE,Work Complete,Other Approvals,Private,Other,Other,Braai,0,"10,000.00",Under 5 million,1,No,21/11/2011,30/11/2011,14/03/2013,13/04/2013,2011,BELLVILLE
Tygerberg,70056534,Minor Works (Circulated),32251,655016,7 TRAKA STREET  STIKLAND INDUSTRIA,BELLVILLE,Work Commenced,Other Approvals,Private,Other,Other,Gas Storage Area,0,"10,000.00",Under 5 million,1,No,21/05/2012,05/06/2012,05/06/2013,,2012,STIKLAND INDUSTRIA
Northern,70057335,Minor Works (Non Circulated),32915,655617,48 TYGERVALLEY CENTRE SERVICE STREET  TYGERVALLEY,BELLVILLE,Work Commenced,Other Approvals,Private,Other,Other,Temporary structure,0,"10,000.00",Under 5 million,1,No,10/05/2012,05/07/2012,06/07/2012,,2012,TYGERVALLEY
Tygerberg,70058710,Minor Works (Circulated),13348,637067,87 STRAND STREET  MEYERHOF,BELLVILLE,Work Commenced,Other Approvals,Private,LP Gas,Other,Other ( L P Gas ),0,"10,000.00",Under 5 million,1,No,19/10/2006,06/11/2006,02/08/2010,,2006,BELLVILLE
Tygerberg,70059596,Minor Works (Circulated),10784,634727,10 MIKE PIENAAR BOULEVARD  OOSTERZEE,BELLVILLE,Work Complete,Other Approvals,Private,Other,Other,Cell masts,0,"10,000.00",Under 5 million,1,No,15/12/2009,19/01/2010,03/04/2012,03/04/2012,2009,BELLVILLE
Tygerberg,70061680,Minor Works (Circulated),15856,546320,,GOODWOOD,Work Complete,Other Approvals,Private,LP Gas,LP Gas,LP Gas,1,"10,000.00",Under 5 million,1,No,19/07/2007,05/11/2007,03/11/2008,15/10/2013,2007,GOODWOOD
Tygerberg,70062997,Minor Works (Circulated),17907,448765,9 ARNOLD WILHELM STREET  PAROW EAST,PAROW,Work Complete,Other Approvals,Private,Other,Other,Antennas & Equipment,0,"10,000.00",Under 5 million,1,No,16/03/2009,20/05/2009,02/04/2012,04/04/2012,2009,PAROW EAST
Tygerberg,70062997,Minor Works (Circulated),17907,448765,9 ARNOLD WILHELM STREET  PAROW EAST,PAROW,Work Complete,Other Approvals,Private,Other,Other,Antennas & Equipment,0,"10,000.00",Under 5 million,1,No,16/03/2009,20/05/2009,02/04/2012,04/04/2012,2009,PAROW EAST
Tygerberg,70062997,Minor Works (Circulated),17907,448765,9 ARNOLD WILHELM STREET  PAROW EAST,PAROW,Work Complete,Other Approvals,Private,Other,Other,Antennas & Equipment,0,"10,000.00",Under 5 million,1,No,16/03/2009,20/05/2009,02/04/2012,04/04/2012,2009,PAROW EAST
Tygerberg,70063974,Minor Works (Circulated),15418,621084,1 DUIKER ROAD  KLIPKOP,PAROW,Work Complete,Other Approvals,Private,LP Gas,LP Gas,LP Gas,1,"10,000.00",Under 5 million,1,No,04/10/2007,12/10/2007,24/05/2012,24/05/2012,2007,PAROW
Tygerberg,70064218,Minor Works (Circulated),9394,633529,96 KING EDWARD ROAD  PAROW,PAROW,Work Complete,Other Approvals,Private,LP Gas,LP Gas,LP Gas,1,"10,000.00",Under 5 million,1,No,28/02/2005,28/06/2005,27/08/2012,27/08/2012,2005,PAROW
Tygerberg,70064218,Minor Works (Circulated),9394,633529,96 KING EDWARD ROAD  PAROW,PAROW,Work Complete,Other Approvals,Private,LP Gas,LP Gas,LP Gas,1,"10,000.00",Under 5 million,1,No,28/02/2005,28/06/2005,27/08/2012,27/08/2012,2005,PAROW
Tygerberg,70064218,Minor Works (Circulated),9394,633529,96 KING EDWARD ROAD  PAROW,PAROW,Work Complete,Other Approvals,Private,LP Gas,LP Gas,LP Gas,1,"10,000.00",Under 5 million,1,No,28/02/2005,28/06/2005,27/08/2012,27/08/2012,2005,PAROW
Tygerberg,70064861,Minor Works (Circulated),6774,662045,26 RUNKEL CRESCENT  DE LA HAYE,BELLVILLE,Work Complete,Other Approvals,Private,Other,Other,Cell Mast,0,"10,000.00",Under 5 million,1,No,28/10/2009,17/11/2009,21/02/2012,22/02/2012,2009,BELLVILLE
Tygerberg,70067594,Minor Works (Non Circulated),6467,661725,50 REMBRANDT STRAAT  DE LA HAYE,BELLVILLE,Work Complete,Other Approvals,Private,Other,Other,Braai,0,"10,000.00",Under 5 million,1,No,13/06/2006,06/07/2006,07/07/2006,07/05/2010,2006,BELLVILLE
Tygerberg,70067594,Minor Works (Non Circulated),6467,661725,50 REMBRANDT STRAAT  DE LA HAYE,BELLVILLE,Work Complete,Other Approvals,Private,Other,Other,Braai,0,"10,000.00",Under 5 million,1,No,13/06/2006,06/07/2006,07/07/2006,07/05/2010,2006,BELLVILLE
Tygerberg,70067594,Minor Works (Non Circulated),6467,661725,50 REMBRANDT STRAAT  DE LA HAYE,BELLVILLE,Work Complete,Other Approvals,Private,Other,Other,Braai,0,"10,000.00",Under 5 million,1,No,13/06/2006,06/07/2006,07/07/2006,07/05/2010,2006,BELLVILLE
Tygerberg,70068493,Minor Works (Non Circulated),9019,663860,29 14TH AVENUE  BOSTON,BELLVILLE,Work Complete,Other Approvals,Private,Other,Other,Deck,0,"10,000.00",Under 5 million,1,No,15/08/2006,01/11/2006,05/09/2011,06/02/2012,2006,BELLVILLE
Northern,70089675,Building Plan < 500m2,38722,958088,39 CARL CRONJE DRIVE  TYGERVALLEY WATERFRONT,BELLVILLE,Certificate Issued,Additions and Alterations,Private,Internal Alterations,Internal Alterations,,0,"10,000.00",Under 5 million,1,No,20/07/2011,27/07/2011,01/08/2011,01/08/2011,2011,TYGERVALLEY
Northern,70090459,Building Plan < 500m2,38722,958088,39 CARL CRONJE DRIVE  TYGERVALLEY WATERFRONT,BELLVILLE,Certificate Issued,Additions and Alterations,Private,Internal Alterations,Internal Alterations,,0,"10,000.00",Under 5 million,1,No,21/07/2011,27/07/2011,01/08/2011,02/08/2011,2011,TYGERVALLEY
Northern,70091252,Building Plan < 500m2,38722,958088,39 CARL CRONJE DRIVE  TYGERVALLEY WATERFRONT,BELLVILLE,Certificate Issued,Additions and Alterations,Private,Internal Alterations,Internal Alterations,,0,"10,000.00",Under 5 million,1,No,25/07/2011,11/08/2011,15/08/2011,16/08/2011,2011,TYGERVALLEY
Northern,70091257,Building Plan < 500m2,38722,958088,39 CARL CRONJE DRIVE  TYGERVALLEY WATERFRONT,BELLVILLE,Certificate Issued,Additions and Alterations,Private,Internal Alterations,Internal Alterations,,0,"10,000.00",Under 5 million,1,No,25/07/2011,11/08/2011,15/08/2011,16/08/2011,2011,TYGERVALLEY
Northern,70091287,Building Plan < 500m2,38722,958088,39 CARL CRONJE DRIVE  TYGERVALLEY WATERFRONT,BELLVILLE,Certificate Issued,Additions and Alterations,Private,Internal Alterations,Internal Alterations,,0,"10,000.00",Under 5 million,1,No,25/07/2011,11/08/2011,15/08/2011,22/08/2011,2011,TYGERVALLEY
Northern,70093622,Building Plan < 500m2,38722,958088,39 CARL CRONJE DRIVE  TYGERVALLEY WATERFRONT,BELLVILLE,Certificate Issued,Additions and Alterations,Private,Internal Alterations,Internal Alterations,,0,"10,000.00",Under 5 million,1,No,08/07/2011,19/07/2011,21/07/2011,27/07/2011,2011,TYGERVALLEY
Northern,70094102,Building Plan < 500m2,38722,958088,39 CARL CRONJE DRIVE  TYGERVALLEY WATERFRONT,BELLVILLE,Certificate Issued,Additions and Alterations,Private,Internal Alterations,Internal Alterations,,0,"10,000.00",Under 5 million,1,No,11/07/2011,19/07/2011,21/07/2011,28/08/2012,2011,TYGERVALLEY
Northern,70094107,Building Plan < 500m2,38722,958088,39 CARL CRONJE DRIVE  TYGERVALLEY WATERFRONT,BELLVILLE,Certificate Issued,Additions and Alterations,Private,Internal Alterations,Internal Alterations,,0,"10,000.00",Under 5 million,1,No,11/07/2011,19/07/2011,21/07/2011,28/07/2011,2011,TYGERVALLEY
Northern,70094110,Building Plan < 500m2,38722,958088,39 CARL CRONJE DRIVE  TYGERVALLEY WATERFRONT,BELLVILLE,Certificate Issued,Additions and Alterations,Private,Internal Alterations,Internal Alterations,,0,"10,000.00",Under 5 million,1,No,11/07/2011,19/07/2011,21/07/2011,05/08/2011,2011,TYGERVALLEY
Northern,70094135,Building Plan < 500m2,38722,958088,39 CARL CRONJE DRIVE  TYGERVALLEY WATERFRONT,BELLVILLE,Certificate Issued,Additions and Alterations,Private,Internal Alterations,Internal Alterations,,0,"10,000.00",Under 5 million,1,No,11/07/2011,19/07/2011,21/07/2011,26/07/2011,2011,TYGERVALLEY
