Case ID,Plan Cat. Primary,Plan Category Public,Plan Cat. Second,Building Work Description,Typo Work Description,Total Area,Building Work Value,Number of Units,Year,Area 2
70181213,Additions and Alterations,Private,Dwelling Houses,Dwelling Extension,,3,16200,1,2014,TYGER NORTHERN SUBURBS
70250538,Additions and Alterations,Private,Dwelling Houses,Other,Shower Room,3,16200,1,2015,TYGER NORTHERN SUBURBS
70431998,Additions and Alterations,Private,Internal Alterations,Internal Alterations,,0,16166,1,2018,PAROW EAST
70486181,Other Approvals,Private,Walls,Walls,,0,16100,1,2019,PAROW
70208651,Other Approvals,Private,Walls,,Wall,0,16080,1,2010,BELLVILLE
70314779,Other Approvals,Private,Patios,Patio,,12,16080,1,2016,TYGER NORTHERN SUBURBS
70336816,Other Approvals,Private,Patios,Patio,,12,16080,1,2017,TYGER NORTHERN SUBURBS
70337501,Other Approvals,Private,Patios,Patio,,12,16080,1,2017,TYGER NORTHERN SUBURBS
70378662,Other Approvals,Private,Patios,Patio,,12,16080,1,2017,BELLVILLE
70383250,Other Approvals,Private,Carports,Carport,,12,16080,1,2018,PAROW
70441704,Other Approvals,Private,Patios,Patio,,12,16080,1,2019,TYGER NORTHERN SUBURBS
70457114,Other Approvals,Private,Patios,Patio,,12,16080,1,2019,TYGER NORTHERN SUBURBS
70466500,Other Approvals,Private,Carports,Carport,,12,16080,1,2019,GOODWOOD
70196781,Additions and Alterations,Private,Dwelling Houses,Other,Dwelling Extension,11,16018,1,2002,PAROW
70196781,Additions and Alterations,Private,Dwelling Houses,Other,Dwelling Extension,11,16018,1,2002,PAROW
70196781,Additions and Alterations,Private,Dwelling Houses,Other,Dwelling Extension,11,16018,1,2002,PAROW
70233261,Other Approvals,Private,Walls,,Wall,0,16002,1,2012,PAROW
70141026,Other Approvals,Private,Patios,Other,"Patio, Lapa, Wall",22,15840,1,2014,PAROW
70231834,Other Approvals,,,,,15,15750,1,2012,BELLVILLE
70280876,Other Approvals,Private,Walls,Other,Walls,0,15750,1,2016,PAROW
70280943,Other Approvals,Private,Walls,Other,Wall,0,15750,1,2016,GOODWOOD
70304322,Other Approvals,Private,Walls,Other,Boundary wall,0,15750,1,2016,GOODWOOD
70312612,Other Approvals,Private,Walls,Other,Wall,0,15750,1,2016,BELLVILLE
70324782,Other Approvals,Private,Walls,Walls,,0,15750,1,2016,BELLVILLE
70358543,Other Approvals,Private,Facade,Other,Facade and boundary wall,0,15750,1,2017,PAROW
70507699,Other Approvals,Private,Walls,Walls,,0,15750,1,2020,TYGER NORTHERN SUBURBS
70219504,Other Approvals,Private,Walls,,Wall,0,15600,1,2011,BELLVILLE
70366282,Additions and Alterations,Private,Internal Alterations,Internal Alterations,,0,15600,1,2017,GOODWOOD
70370850,Additions and Alterations,Private,Internal Alterations,Internal Alterations,,0,15600,1,2017,BELLVILLE
70480045,Additions and Alterations,Private,Internal Alterations,Internal Alterations,,0,15600,1,2019,TYGER NORTHERN SUBURBS
70060958,Other Approvals,Private,Walls,Other,Wendy House,18,15480,1,2011,BELLVILLE
70196081,Additions and Alterations,Private,Dwelling Houses,,Dwelling Extension,18,15480,1,2009,BELLVILLE
70221815,Other Approvals,Private,Carports,,Carport,18,15480,1,2011,TYGER NORTHERN SUBURBS
70327484,Additions and Alterations,Private,Dwelling Houses,Dwelling Extension,,2,15480,1,2016,TYGER NORTHERN SUBURBS
70051013,Other Approvals,Private,Patios,Other,Lean-to,13,15470,1,2013,BELLVILLE
70172921,Additions and Alterations,Private,Dwelling Houses,Dwelling Extension,,1,15400,1,2014,TYGER NORTHERN SUBURBS
70293862,Other Approvals,Private,Walls,Walls,,0,15400,1,2016,TYGER NORTHERN SUBURBS
70323307,Other Approvals,Private,Walls,Walls,,0,15400,1,2016,TYGER NORTHERN SUBURBS
70383951,Other Approvals,Private,Walls,Walls,,0,15400,1,2018,PAROW
70404050,Other Approvals,Private,Walls,Walls,,0,15400,1,2018,GOODWOOD
70517388,Other Approvals,Private,Walls,Walls,,0,15400,0,2020,BELLVILLE
70177617,Other Approvals,Private,Walls,Other,Boundary wall,0,15360,1,2014,TYGER NORTHERN SUBURBS
70290413,Other Approvals,Private,Patios,Other,Verandah,15,15300,1,2016,PAROW
70445724,Other Approvals,Private,Carports,,Verandah,15,15300,1,2019,BELLVILLE
70206197,Other Approvals,Private,Walls,,Wall,0,15210,1,2010,TYGER NORTHERN SUBURBS
70054468,Other Approvals,Private,Other,Other,"""gates, kerbs, turnstile""",0,15120,1,2013,TYGER NORTHERN SUBURBS
70060857,Other Approvals,Private,Walls,Other,Wall,0,15080,1,2012,PAROW
70017926,Additions and Alterations,Private,Internal Alterations,Internal Alterations,,0,15000,1,2013,GOODWOOD
70017926,Additions and Alterations,Private,Internal Alterations,Internal Alterations,,0,15000,1,2013,GOODWOOD
70017926,Additions and Alterations,Private,Internal Alterations,Internal Alterations,,0,15000,1,2013,GOODWOOD
70023552,Additions and Alterations,Private,Internal Alterations,Internal Alterations,,0,15000,1,2013,TYGERVALLEY
70043104,Additions and Alterations,Private,Internal Alterations,Internal Alterations,,0,15000,1,2013,BELLVILLE
70051009,Other Approvals,Private,Other,Other,Fire Protection System Layout,0,15000,1,2013,BELLVILLE
70057303,Other Approvals,Private,LP Gas,LP Gas,LP Gas,0,15000,1,2011,TYGER NORTHERN SUBURBS
70059705,Other Approvals,Private,Walls,Other,Pallisade fencing,0,15000,1,2011,BELLVILLE
70094203,Additions and Alterations,Private,Internal Alterations,Internal Alterations,,0,15000,1,2011,TYGERVALLEY
70094245,Additions and Alterations,Private,Internal Alterations,Internal Alterations,,0,15000,1,2011,TYGERVALLEY
70094271,Additions and Alterations,Private,Internal Alterations,Internal Alterations,,0,15000,1,2011,TYGERVALLEY
70101392,Additions and Alterations,Private,Internal Alterations,Internal Alterations,,0,15000,1,2012,TYGERVALLEY
70104354,Additions and Alterations,Private,Internal Alterations,Internal Alterations,,0,15000,1,2012,TYGERVALLEY
70120592,Additions and Alterations,Private,Dwelling Houses,Dwelling Extension,,10,15000,1,2002,TYGER NORTHERN SUBURBS
70127269,Additions and Alterations,Private,Internal Alterations,Internal Alterations,,0,15000,1,2008,BELLVILLE
70128378,Additions and Alterations,Private,Internal Alterations,Internal Alterations,,0,15000,1,2008,BELLVILLE
70151998,Additions and Alterations,Private,Internal Alterations,Internal Alterations,,0,15000,1,2014,PAROW
70152945,Additions and Alterations,Private,Internal Alterations,Internal Alterations,,0,15000,1,2014,TYGER NORTHERN SUBURBS
70164234,Other Approvals,Private,Patios,Other,Patio,12,15000,1,2014,TYGER NORTHERN SUBURBS
70195763,Additions and Alterations,Private,Internal Alterations,,Internal Alterations,0,15000,1,2002,BELLVILLE
70205675,Additions and Alterations,Private,Dwelling Houses,,Internal Alterations,7,15000,1,2002,GOODWOOD
70205683,Other Approvals,Private,Walls,,Wall,0,15000,1,2010,GOODWOOD
70206150,Other Approvals,Private,LP Gas,,LP Gas,0,15000,1,2010,TYGER NORTHERN SUBURBS
70207569,Additions and Alterations,Private,Dwelling Houses,,Dwelling Extension,10,15000,1,2002,TYGER NORTHERN SUBURBS
70208774,Other Approvals,Private,Other,,Braai,0,15000,1,2010,TYGER NORTHERN SUBURBS
70213626,Additions and Alterations,Private,Internal Alterations,,Internal Alterations,0,15000,1,2009,PAROW
70214405,Other Approvals,Private,LP Gas,,LP Gas,0,15000,1,2009,TYGERVALLEY
70217405,Other Approvals,Private,LP Gas,,LP Gas,0,15000,1,2010,TYGER NORTHERN SUBURBS
70222636,Additions and Alterations,Private,Dwelling Houses,,Braai Room,10,15000,1,2002,TYGER NORTHERN SUBURBS
70222685,Additions and Alterations,Private,Dwelling Houses,,Braai Room,10,15000,1,2002,TYGER NORTHERN SUBURBS
70225603,Other Approvals,,,,,0,15000,1,2011,BELLVILLE
70240844,Additions and Alterations,Private,Internal Alterations,Internal Alterations,,0,15000,1,2015,BELLVILLE
70241985,Other Approvals,Private,LP Gas,LP Gas,,0,15000,1,2015,TYGERVALLEY
70259417,Additions and Alterations,Private,Internal Alterations,Internal Alterations,,0,15000,1,2015,TYGER NORTHERN SUBURBS
70269656,Other Approvals,Private,LP Gas,LP Gas,,0,15000,1,2015,ELSIES RIVER INDUSTRIA
70274429,Other Approvals,Private,Other,Other,Braai,0,15000,1,2015,PAROW
70293155,Other Approvals,Private,LP Gas,LP Gas,,0,15000,1,2016,BELLVILLE
70293907,Additions and Alterations,Private,Internal Alterations,Internal Alterations,,0,15000,1,2016,TYGERVALLEY
70301422,Other Approvals,Private,Other,Other,Rider Plan-change of Pipe,0,15000,1,2016,TYGERVALLEY
70303900,Additions and Alterations,Private,Hospitals/Clinics,Other,Alteration to roof,0,15000,1,2006,GOODWOOD
70394887,Other Approvals,Private,Other,Other,Replacing window with sliding door,0,15000,1,2018,TYGER NORTHERN SUBURBS
70417008,Other Approvals,Private,LP Gas,LP Gas,,0,15000,1,2018,PAROW
70427568,Other Approvals,Private,LP Gas,LP Gas,,0,15000,1,2018,STIKLAND INDUSTRIA
70481616,Other Approvals,Private,LP Gas,LP Gas,,0,15000,1,2019,BELLVILLE
70527325,Other Approvals,Private,LP Gas,LP Gas,,0,15000,0,2020,PAROW EAST
70062896,Other Approvals,Private,Walls,Other,Wall,0,14770,1,2005,GOODWOOD
70309326,Other Approvals,Private,Patios,Other,Patio,11,14740,1,2016,PAROW
70312910,Other Approvals,Private,Patios,Patio,,11,14740,1,2016,TYGER NORTHERN SUBURBS
70329535,Additions and Alterations,Private,Dwelling Houses,Other,Enclosed Patio,11,14740,1,2017,STIKLAND INDUSTRIA
70068082,Other Approvals,Private,Walls,Other,Wall,0,14720,1,2013,BELLVILLE
70205669,Other Approvals,,,,,17,14620,1,2010,TYGER NORTHERN SUBURBS
70055906,Other Approvals,Private,Walls,Other,Wall,0,14560,1,2011,PAROW
70067629,Other Approvals,Private,Walls,Other,Wall,0,14560,1,2010,BELLVILLE
70194186,Other Approvals,Private,Walls,,Wall,0,14560,1,2009,PAROW
70196435,Other Approvals,Private,Walls,Other,Walls,0,14560,1,2009,GOODWOOD
70199427,Other Approvals,Private,Walls,,Boundary wall,0,14560,1,2009,GOODWOOD
70199427,Other Approvals,Private,Walls,,Boundary wall,0,14560,1,2009,GOODWOOD
70199427,Other Approvals,Private,Walls,,Boundary wall,0,14560,1,2009,GOODWOOD
70202087,Other Approvals,Private,Walls,,Boundary Wall,0,14560,1,2009,GOODWOOD
70209996,Other Approvals,,,,,0,14560,1,2010,PAROW
70214479,Other Approvals,Private,Walls,,Palisade Fence,0,14560,1,2010,PAROW
70223529,Other Approvals,Private,Walls,,Wall,0,14560,1,2011,PAROW
70227954,Other Approvals,Private,Walls,,Wall,0,14560,1,2011,GOODWOOD
70228651,Other Approvals,Private,Walls,,Wall,0,14560,1,2011,GOODWOOD
70228651,Other Approvals,Private,Walls,,Wall,0,14560,1,2011,GOODWOOD
70228651,Other Approvals,Private,Walls,,Wall,0,14560,1,2011,GOODWOOD
70291074,Other Approvals,Private,LP Gas,LP Gas,,0,14500,1,2016,TYGER NORTHERN SUBURBS
70155656,Other Approvals,Private,Walls,Other,Wall,0,14400,1,2014,TYGER NORTHERN SUBURBS
80062760,Other Approvals,Private,Walls,Other,Wall,0,14400,1,2015,PAROW
70327707,Additions and Alterations,Private,Internal Alterations,Other,Internal Alterations:Deviation From Approved Plan,0,14300,1,2016,BEACONVALE INDUSTRIA
70063571,Other Approvals,Private,Walls,Other,Wall,0,14280,1,2008,BELLVILLE
70499921,Other Approvals,Private,Verandah,Other,Verandah,14,14280,1,2020,PAROW
70055524,Other Approvals,Private,Walls,Other,Wall,0,14240,1,2013,BELLVILLE
70053547,Other Approvals,Private,Walls,Other,Boundary Wall,0,14190,1,2010,BELLVILLE
70221743,Other Approvals,Private,Walls,,Wall,0,14190,1,2010,TYGER NORTHERN SUBURBS
70507434,Other Approvals,Private,Braai,Other,BRAAI,3,14150,1,2020,TYGER NORTHERN SUBURBS
70152662,Other Approvals,Private,Walls,Other,Wall,0,14140,1,2014,PAROW
70307498,Other Approvals,Private,Walls,Other,Wall,0,14100,1,2016,TYGER NORTHERN SUBURBS
70205989,Additions and Alterations,Private,Internal Alterations,,Internal Alterations,0,14066,1,2002,PAROW
70294943,Other Approvals,Private,Walls,Other,Wall,0,14040,1,2016,BELLVILLE
70389941,Additions and Alterations,Private,Internal Alterations,Other,Internal Alterations to Electrical Substation,2,14040,1,2018,BELLVILLE
70173545,Other Approvals,Private,Walls,Other,Wall,0,14000,1,2014,PAROW
70055258,Other Approvals,Private,Patios,Other,Covered Patio,12,13920,1,2013,BELLVILLE
70068450,Other Approvals,Private,Walls,Other,Palisade Fence,0,13860,1,2013,PAROW
70225762,Other Approvals,Private,Carports,,Carport,14,13860,1,2011,BELLVILLE
70075030,Other Approvals,Private,Verandah,Other,Verandah,23,13800,1,2014,BELLVILLE
70155688,Other Approvals,Private,Walls,Other,Wall,0,13800,1,2014,PAROW
70161543,Other Approvals,Private,Walls,Other,Boundary wall,15,13800,1,2014,TYGER NORTHERN SUBURBS
70307672,Other Approvals,Private,Walls,Other,Wall,0,13760,1,2013,GOODWOOD
70315990,Other Approvals,Private,Walls,Walls,,0,13750,1,2016,TYGER NORTHERN SUBURBS
70175602,Additions and Alterations,Private,Dwelling Houses,Other,Enclosed Covered Patio,2,13720,1,2014,TYGER NORTHERN SUBURBS
70293191,Additions and Alterations,Private,Internal Alterations,Other,"Internal Alteration, Braai",3,13655,1,2016,TYGER NORTHERN SUBURBS
70202350,Other Approvals,Private,Walls,,Wall,0,13650,1,2009,TYGER NORTHERN SUBURBS
70208918,Other Approvals,Private,Walls,,Boundary Wall,0,13650,1,2010,GOODWOOD
70265918,Other Approvals,Private,Walls,Walls,,0,13650,1,2015,TYGER NORTHERN SUBURBS
70495639,Other Approvals,Private,Walls,Walls,,0,13650,1,2020,TYGER NORTHERN SUBURBS
70241915,Additions and Alterations,Private,Dwelling Houses,Dwelling Extension,,3,13500,1,2015,TYGER NORTHERN SUBURBS
70052360,Other Approvals,Private,Walls,Other,Wall,0,13490,1,2013,BELLVILLE
70185560,Other Approvals,Private,Walls,Other,Wall,0,13440,1,2015,TYGER NORTHERN SUBURBS
70239527,Other Approvals,Private,Walls,Other,Wall,0,13440,1,2015,TYGER NORTHERN SUBURBS
70289327,Other Approvals,Private,Other,Other,Verandah,10,13400,1,2016,BELLVILLE
70306284,Other Approvals,Private,Patios,Patio,,10,13400,1,2016,TYGER NORTHERN SUBURBS
70323386,Other Approvals,Private,Patios,Patio,,10,13400,1,2016,TYGER NORTHERN SUBURBS
70323672,Other Approvals,Private,Other,Lapa,,10,13400,1,2016,TYGER NORTHERN SUBURBS
70449816,Other Approvals,Private,Other,Carport,,10,13400,1,2019,TYGER NORTHERN SUBURBS
70506828,Other Approvals,Private,Other,Other,Covered Terrace,10,13400,1,2020,TYGER NORTHERN SUBURBS
70538883,Other Approvals,Private,Patios,Patio,,10,13400,1,2021,TYGER NORTHERN SUBURBS
70360004,Other Approvals,Private,Patios,Patio,,13,13260,1,2017,TYGER NORTHERN SUBURBS
70351277,Other Approvals,Private,Braai - Area,Other,Braai-Area,5,13250,1,2017,BELLVILLE
70395955,Other Approvals,Private,Other,Other,Braai,5,13250,1,2018,BELLVILLE
70211932,Other Approvals,Private,Walls,Other,wall,0,13200,1,2015,PAROW
70221243,Other Approvals,Private,Walls,,Wall,0,13200,1,2010,BELLVILLE
70394551,Other Approvals,Private,Walls,Walls,,0,13200,1,2018,BELLVILLE
70231414,Other Approvals,Private,Walls,,Boundary Wall,0,13020,1,2012,PAROW
70109927,Additions and Alterations,Private,Internal Alterations,Internal Alterations,,0,13000,1,2014,PAROW EAST
70153559,Additions and Alterations,Private,Internal Alterations,Internal Alterations,,0,13000,1,2014,TYGERVALLEY
70172732,Other Approvals,Private,Other,Other,Rider plan,0,13000,1,2014,TYGER NORTHERN SUBURBS
70240419,Additions and Alterations,Private,Internal Alterations,Internal Alterations,,0,13000,1,2015,BELLVILLE
70256278,Additions and Alterations,Private,Internal Alterations,Internal Alterations,,0,13000,1,2015,TYGER NORTHERN SUBURBS
70270876,Additions and Alterations,Private,Internal Alterations,Internal Alterations,,0,13000,1,2015,TYGERVALLEY
70291512,Additions and Alterations,Private,Internal Alterations,Other,Internal Alterations to Shop,0,13000,1,2016,TYGERVALLEY
70303692,Additions and Alterations,Private,Internal Alterations,Internal Alterations,,0,13000,1,2016,PAROW
70307075,Other Approvals,Private,Other,Other,As Built,0,13000,1,2016,TYGER NORTHERN SUBURBS
70315531,Additions and Alterations,Private,Internal Alterations,Other,Internal alterations - Willowbridge,0,13000,1,2016,TYGERVALLEY
70317253,Additions and Alterations,Private,Internal Alterations,Internal Alterations,,0,13000,1,2016,BELLVILLE
70319043,Additions and Alterations,Private,Internal Alterations,Other,Internal Alterations to Gadget Time Shop,0,13000,1,2016,TYGERVALLEY
70320976,Additions and Alterations,Private,Internal Alterations,Other,Internal Alterations to Tradelink Shop,0,13000,1,2016,TYGER NORTHERN SUBURBS
70330157,Additions and Alterations,Private,Internal Alterations,Other,Internal Alteations to Experimac Shop,0,13000,1,2017,TYGERVALLEY
70339607,Additions and Alterations,Private,Internal Alterations,Internal Alterations,,0,13000,1,2017,TYGER NORTHERN SUBURBS
70342748,Additions and Alterations,Private,Internal Alterations,Internal Alterations,,0,13000,1,2017,TYGERVALLEY
70347969,Additions and Alterations,Private,Internal Alterations,Other,Internal Alterations to Dwelling,0,13000,1,2017,TYGER NORTHERN SUBURBS
70351233,Other Approvals,Private,Other,Other,Internal Fire plan,0,13000,1,2017,STIKLAND INDUSTRIA
70359683,Other Approvals,Private,Internal Alterations,Other,Internal Alterations: Changing doors and windows,0,13000,1,2017,PAROW
70360947,Additions and Alterations,Private,Internal Alterations,Internal Alterations,,0,13000,1,2017,PAROW
70385876,Additions and Alterations,Private,Internal Alterations,Other,Internal Alterations_Mercantile Bank,0,13000,1,2018,TYGERVALLEY
70385912,Additions and Alterations,Private,Internal Alterations,Internal Alterations,,0,13000,1,2018,TYGERVALLEY
70409679,Additions and Alterations,Private,Internal Alterations,Other,Internal alterations to Shop,0,13000,1,2018,TYGERVALLEY
70414089,Additions and Alterations,Private,Internal Alterations,Other,Internal Alterations to Dwelling,0,13000,1,2018,BELLVILLE
70415228,Additions and Alterations,Private,Internal Alterations,Other,Internal Alterations to Telkom Shop-G15:  Parow Centre,0,13000,1,2018,PAROW
70415335,Additions and Alterations,Private,Internal Alterations,Other,"Internal changes to 5th floor,offices",0,13000,1,2018,TYGERVALLEY
70416080,Additions and Alterations,Private,Internal Alterations,Other,Internal alteration to Dwelling,0,13000,1,2019,TYGER NORTHERN SUBURBS
70423651,Additions and Alterations,Private,Internal Alterations,Internal Alterations,,0,13000,1,2018,BELLVILLE
70429565,Additions and Alterations,Private,Internal Alterations,Other,Internal Alterations to Goodwood Traffic Department,0,13000,1,2018,GOODWOOD
70432105,Additions and Alterations,Private,Internal Alterations,Other,Internal Alterations to Office Park,0,13000,1,2018,TYGER NORTHERN SUBURBS
70439677,Additions and Alterations,Private,Internal Alterations,Other,Internal Alterations:  Cherries Revue Bar,0,13000,1,2019,BELLVILLE
70445455,Additions and Alterations,Private,Internal Alterations,Other,Internal Alterations to Gaming Room,0,13000,1,2019,PAROW
70470958,Additions and Alterations,Private,Internal Alterations,Other,Internal Alterations to Warehouse,0,13000,1,2019,STIKLAND INDUSTRIA
